scenario,model,product,location,period,internal,external,inventory,max_inventory_violation,ontime_Strategic,unserved_Strategic,ontime_Standard,unserved_Standard,ontime_Spot,unserved_Spot
Scaled stress test,C_governed_hybrid,P08,L09,4,47.0,0.0,0.0,0.0,19.0,0.0,17.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P08,L09,5,53.0,0.0,0.0,0.0,14.0,0.0,22.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P08,L09,6,56.0,0.0,0.0,0.0,16.0,0.0,21.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P08,L09,7,56.0,0.0,0.0,0.0,25.0,0.0,17.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P08,L09,8,54.0,0.0,0.0,0.0,29.0,0.0,10.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P08,L09,9,53.0,0.0,0.0,0.0,18.0,0.0,15.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P08,L09,10,42.0,0.0,0.0,0.0,15.0,0.0,14.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P08,L09,11,57.0,0.0,0.0,0.0,30.0,0.0,14.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P08,L09,12,49.0,0.0,0.0,0.0,15.0,0.0,18.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P08,L10,1,43.0,0.0,0.0,0.0,24.0,0.0,23.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P08,L10,2,58.0,0.0,0.0,0.0,22.0,0.0,20.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P08,L10,3,62.0,0.0,0.0,0.0,26.0,0.0,24.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P08,L10,4,63.0,0.0,0.0,0.0,20.0,0.0,23.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P08,L10,5,55.0,0.0,0.0,0.0,27.0,0.0,14.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P08,L10,6,54.0,0.0,0.0,0.0,18.0,0.0,17.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P08,L10,7,50.0,0.0,0.0,0.0,27.0,0.0,11.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P08,L10,8,66.0,0.0,0.0,0.0,25.0,0.0,21.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P08,L10,9,47.0,0.0,0.0,0.0,23.0,0.0,12.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P08,L10,10,37.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P08,L10,11,53.0,0.0,0.0,0.0,25.0,0.0,17.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P08,L10,12,45.0,0.0,0.0,0.0,16.0,0.0,12.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P09,L01,1,37.0,0.0,0.0,0.0,19.0,0.0,12.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P09,L01,2,61.0,0.0,0.0,0.0,24.0,0.0,21.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P09,L01,3,53.0,0.0,0.0,0.0,24.0,0.0,20.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P09,L01,4,60.0,0.0,0.0,0.0,18.0,0.0,25.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P09,L01,5,46.0,0.0,0.0,0.0,23.0,0.0,13.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P09,L01,6,44.0,0.0,0.0,0.0,16.0,0.0,22.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P09,L01,7,47.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P09,L01,8,45.0,0.0,0.0,0.0,20.0,0.0,17.0,0.0,8.0,0.0
Scaled stress test,C_governed_hybrid,P09,L01,9,57.0,0.0,0.0,0.0,21.0,0.0,16.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P09,L01,10,49.0,0.0,0.0,0.0,23.0,0.0,10.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P09,L01,11,52.0,0.0,0.0,0.0,23.0,0.0,13.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P09,L01,12,53.0,0.0,0.0,0.0,22.0,0.0,11.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P09,L02,1,37.0,0.0,0.0,0.0,25.0,0.0,11.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P09,L02,2,48.0,0.0,0.0,0.0,30.0,0.0,11.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P09,L02,3,43.0,0.0,0.0,0.0,24.0,0.0,15.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P09,L02,4,53.0,0.0,0.0,0.0,18.0,0.0,23.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P09,L02,5,43.0,0.0,0.0,0.0,15.0,0.0,23.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P09,L02,6,59.0,0.0,0.0,0.0,28.0,0.0,12.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P09,L02,7,56.0,0.0,0.0,0.0,23.0,0.0,19.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P09,L02,8,46.0,0.0,0.0,0.0,21.0,0.0,15.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P09,L02,9,39.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P09,L02,10,64.0,0.0,0.0,0.0,30.0,0.0,17.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P09,L02,11,39.0,0.0,0.0,0.0,16.0,0.0,17.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P09,L02,12,54.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P09,L03,1,50.0,0.0,0.0,0.0,25.0,0.0,19.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P09,L03,2,59.0,0.0,0.0,0.0,29.0,0.0,13.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P09,L03,3,57.0,0.0,0.0,0.0,28.0,0.0,15.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P09,L03,4,48.0,0.0,0.0,0.0,20.0,0.0,12.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P09,L03,5,44.0,0.0,0.0,0.0,23.0,0.0,15.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P09,L03,6,57.0,0.0,0.0,0.0,30.0,0.0,9.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P09,L03,7,47.0,0.0,0.0,0.0,20.0,0.0,15.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P09,L03,8,36.0,0.0,0.0,0.0,23.0,0.0,9.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P09,L03,9,57.0,0.0,0.0,0.0,25.0,0.0,15.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P09,L03,10,51.0,0.0,0.0,0.0,22.0,0.0,20.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P09,L03,11,57.0,0.0,0.0,0.0,24.0,0.0,20.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P09,L03,12,44.0,0.0,0.0,0.0,15.0,0.0,14.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P09,L04,1,24.0,0.0,0.0,0.0,17.0,0.0,19.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P09,L04,2,57.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P09,L04,3,49.0,0.0,0.0,0.0,16.0,0.0,19.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P09,L04,4,50.0,0.0,0.0,0.0,18.0,0.0,12.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P09,L04,5,63.0,0.0,0.0,0.0,22.0,0.0,25.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P09,L04,6,46.0,0.0,0.0,0.0,25.0,0.0,17.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P09,L04,7,57.0,0.0,0.0,0.0,20.0,0.0,17.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P09,L04,8,57.0,0.0,0.0,0.0,26.0,0.0,14.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P09,L04,9,34.0,0.0,0.0,0.0,18.0,0.0,9.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P09,L04,10,39.0,0.0,0.0,0.0,26.0,0.0,9.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P09,L04,11,44.0,0.0,0.0,0.0,16.0,0.0,23.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P09,L04,12,49.0,0.0,0.0,0.0,16.0,0.0,19.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P09,L05,1,20.0,0.0,0.0,0.0,20.0,0.0,9.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P09,L05,2,53.0,0.0,0.0,0.0,25.0,0.0,21.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P09,L05,3,51.0,0.0,0.0,0.0,18.0,0.0,15.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P09,L05,4,44.0,0.0,0.0,0.0,28.0,0.0,11.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P09,L05,5,59.0,0.0,0.0,0.0,29.0,0.0,14.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P09,L05,6,64.0,0.0,0.0,0.0,21.0,0.0,24.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P09,L05,7,49.0,0.0,0.0,0.0,18.0,0.0,12.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P09,L05,8,48.0,0.0,0.0,0.0,26.0,0.0,11.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P09,L05,9,46.0,0.0,0.0,0.0,21.0,0.0,9.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P09,L05,10,42.0,0.0,0.0,0.0,21.0,0.0,10.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P09,L05,11,34.0,0.0,0.0,0.0,20.0,0.0,9.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P09,L05,12,47.0,0.0,0.0,0.0,15.0,0.0,21.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P09,L06,1,24.0,0.0,0.0,0.0,27.0,0.0,17.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P09,L06,2,56.0,0.0,0.0,0.0,28.0,0.0,9.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P09,L06,3,38.0,0.0,0.0,0.0,17.0,0.0,12.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P09,L06,4,64.0,0.0,0.0,0.0,30.0,0.0,14.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P09,L06,5,58.0,0.0,0.0,0.0,17.0,0.0,25.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P09,L06,6,29.0,0.0,0.0,0.0,14.0,0.0,11.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P09,L06,7,47.0,0.0,0.0,0.0,16.0,0.0,25.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P09,L06,8,51.0,0.0,0.0,0.0,15.0,0.0,18.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P09,L06,9,33.0,0.0,0.0,0.0,14.0,0.0,15.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P09,L06,10,63.0,0.0,0.0,0.0,30.0,0.0,23.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P09,L06,11,49.0,0.0,0.0,0.0,20.0,0.0,22.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P09,L06,12,56.0,0.0,0.0,0.0,16.0,0.0,25.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P09,L07,1,31.0,0.0,0.0,0.0,17.0,0.0,11.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P09,L07,2,54.0,0.0,0.0,0.0,23.0,0.0,18.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P09,L07,3,58.0,0.0,0.0,0.0,29.0,0.0,19.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P09,L07,4,32.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P09,L07,5,61.0,0.0,0.0,0.0,20.0,0.0,25.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P09,L07,6,48.0,0.0,0.0,0.0,27.0,0.0,15.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P09,L07,7,28.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P09,L07,8,45.0,0.0,0.0,0.0,18.0,0.0,22.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P09,L07,9,58.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P09,L07,10,48.0,0.0,0.0,0.0,18.0,0.0,17.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P09,L07,11,48.0,0.0,0.0,0.0,25.0,0.0,9.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P09,L07,12,49.0,0.0,0.0,0.0,17.0,0.0,14.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P09,L08,1,23.0,0.0,0.0,0.0,24.0,0.0,17.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P09,L08,2,50.0,0.0,0.0,0.0,27.0,0.0,9.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P09,L08,3,48.0,0.0,0.0,0.0,25.0,0.0,19.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P09,L08,4,46.0,0.0,0.0,0.0,21.0,0.0,19.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P09,L08,5,36.0,0.0,0.0,0.0,19.0,0.0,12.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P09,L08,6,60.0,0.0,0.0,0.0,24.0,0.0,22.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P09,L08,7,46.0,0.0,0.0,0.0,16.0,0.0,12.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P09,L08,8,50.0,0.0,0.0,0.0,20.0,0.0,25.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P09,L08,9,63.0,0.0,0.0,0.0,21.0,0.0,22.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P09,L08,10,41.0,0.0,0.0,0.0,16.0,0.0,15.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P09,L08,11,48.0,0.0,0.0,0.0,14.0,0.0,17.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P09,L08,12,49.0,0.0,0.0,0.0,17.0,0.0,14.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P09,L09,1,28.0,0.0,0.0,0.0,26.0,0.0,16.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P09,L09,2,35.0,0.0,0.0,0.0,14.0,0.0,11.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P09,L09,3,41.0,0.0,0.0,0.0,22.0,0.0,13.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P09,L09,4,50.0,0.0,0.0,0.0,16.0,0.0,21.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P09,L09,5,31.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P09,L09,6,44.0,0.0,0.0,0.0,25.0,0.0,11.0,0.0,8.0,0.0
Scaled stress test,C_governed_hybrid,P09,L09,7,61.0,0.0,0.0,0.0,17.0,0.0,24.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P09,L09,8,54.0,0.0,0.0,0.0,22.0,0.0,23.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P09,L09,9,47.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P09,L09,10,59.0,0.0,0.0,0.0,27.0,0.0,14.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P09,L09,11,54.0,0.0,0.0,0.0,17.0,0.0,23.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P09,L09,12,45.0,0.0,0.0,0.0,20.0,0.0,9.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P09,L10,1,15.0,0.0,0.0,0.0,24.0,0.0,17.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P09,L10,2,37.0,0.0,0.0,0.0,20.0,0.0,11.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P09,L10,3,49.0,0.0,0.0,0.0,23.0,0.0,17.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P09,L10,4,49.0,0.0,0.0,0.0,18.0,0.0,24.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P09,L10,5,48.0,0.0,0.0,0.0,15.0,0.0,21.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P09,L10,6,37.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P09,L10,7,44.0,0.0,0.0,0.0,23.0,0.0,9.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P09,L10,8,53.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P09,L10,9,47.0,0.0,0.0,0.0,19.0,0.0,13.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P09,L10,10,57.0,0.0,0.0,0.0,22.0,0.0,20.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P09,L10,11,53.0,0.0,0.0,0.0,30.0,0.0,12.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P09,L10,12,53.0,0.0,0.0,0.0,19.0,0.0,18.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P10,L01,1,45.0,0.0,0.0,0.0,26.0,0.0,20.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P10,L01,2,50.0,0.0,0.0,0.0,29.0,0.0,17.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P10,L01,3,53.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P10,L01,4,51.0,0.0,0.0,0.0,23.0,0.0,9.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P10,L01,5,48.0,0.0,0.0,0.0,29.0,0.0,12.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P10,L01,6,56.0,0.0,0.0,0.0,29.0,0.0,11.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P10,L01,7,62.0,0.0,0.0,0.0,29.0,0.0,24.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P10,L01,8,61.0,0.0,0.0,0.0,21.0,0.0,22.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P10,L01,9,38.0,0.0,0.0,0.0,17.0,0.0,15.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P10,L01,10,67.0,0.0,0.0,0.0,25.0,0.0,23.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P10,L01,11,40.0,0.0,0.0,0.0,24.0,0.0,10.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P10,L01,12,55.0,0.0,0.0,0.0,21.0,0.0,24.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P10,L02,1,33.0,0.0,0.0,0.0,15.0,0.0,16.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P10,L02,2,59.0,0.0,0.0,0.0,30.0,0.0,19.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P10,L02,3,52.0,0.0,0.0,0.0,16.0,0.0,24.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P10,L02,4,47.0,0.0,0.0,0.0,28.0,0.0,13.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P10,L02,5,54.0,0.0,0.0,0.0,28.0,0.0,19.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P10,L02,6,48.0,0.0,0.0,0.0,22.0,0.0,20.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P10,L02,7,65.0,0.0,0.0,0.0,29.0,0.0,24.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P10,L02,8,59.0,0.0,0.0,0.0,30.0,0.0,9.0,0.0,20.0,0.0
Scaled stress test,C_governed_hybrid,P10,L02,9,43.0,0.0,0.0,0.0,14.0,0.0,24.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P10,L02,10,53.0,0.0,0.0,0.0,21.0,0.0,24.0,0.0,8.0,0.0
Scaled stress test,C_governed_hybrid,P10,L02,11,54.0,0.0,0.0,0.0,25.0,0.0,13.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P10,L02,12,49.0,0.0,0.0,0.0,24.0,0.0,10.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P10,L03,1,52.0,0.0,0.0,0.0,28.0,0.0,11.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P10,L03,2,51.0,0.0,0.0,0.0,15.0,0.0,18.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P10,L03,3,52.0,0.0,0.0,0.0,20.0,0.0,18.0,0.0,14.0,0.0
Scaled stress test,C_governed_hybrid,P10,L03,4,47.0,0.0,0.0,0.0,20.0,0.0,11.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P10,L03,5,43.0,0.0,0.0,0.0,19.0,0.0,9.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P10,L03,6,51.0,0.0,0.0,0.0,29.0,0.0,16.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P10,L03,7,69.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P10,L03,8,45.0,0.0,0.0,0.0,20.0,0.0,15.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P10,L03,9,57.0,0.0,0.0,0.0,29.0,0.0,15.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P10,L03,10,56.0,0.0,0.0,0.0,28.0,0.0,17.0,0.0,11.0,0.0
Scaled stress test,C_governed_hybrid,P10,L03,11,51.0,0.0,0.0,0.0,24.0,0.0,10.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P10,L03,12,50.0,0.0,0.0,0.0,24.0,0.0,22.0,0.0,4.0,0.0
Scaled stress test,C_governed_hybrid,P10,L04,1,27.0,0.0,0.0,0.0,14.0,0.0,13.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P10,L04,2,68.0,0.0,0.0,0.0,28.0,0.0,24.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P10,L04,3,45.0,0.0,0.0,0.0,22.0,0.0,16.0,0.0,7.0,0.0
Scaled stress test,C_governed_hybrid,P10,L04,4,48.0,0.0,0.0,0.0,27.0,0.0,13.0,0.0,8.0,0.0
Scaled stress test,C_governed_hybrid,P10,L04,5,42.0,0.0,0.0,0.0,18.0,0.0,19.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P10,L04,6,52.0,0.0,0.0,0.0,21.0,0.0,22.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P10,L04,7,62.0,0.0,0.0,0.0,28.0,0.0,22.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P10,L04,8,46.0,0.0,0.0,0.0,21.0,0.0,13.0,0.0,12.0,0.0
Scaled stress test,C_governed_hybrid,P10,L04,9,44.0,0.0,0.0,0.0,27.0,0.0,12.0,0.0,5.0,0.0
Scaled stress test,C_governed_hybrid,P10,L04,10,39.0,0.0,0.0,0.0,17.0,0.0,9.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P10,L04,11,45.0,0.0,0.0,0.0,23.0,0.0,14.0,0.0,8.0,0.0
Scaled stress test,C_governed_hybrid,P10,L04,12,57.0,0.0,0.0,0.0,16.0,0.0,25.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P10,L05,1,50.0,0.0,0.0,0.0,29.0,0.0,25.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P10,L05,2,62.0,0.0,0.0,0.0,30.0,0.0,15.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P10,L05,3,52.0,0.0,0.0,0.0,22.0,0.0,21.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P10,L05,4,55.0,0.0,0.0,0.0,22.0,0.0,16.0,0.0,17.0,0.0
Scaled stress test,C_governed_hybrid,P10,L05,5,53.0,0.0,0.0,0.0,30.0,0.0,17.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P10,L05,6,49.0,0.0,0.0,0.0,15.0,0.0,24.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P10,L05,7,51.0,0.0,0.0,0.0,24.0,0.0,9.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P10,L05,8,56.0,0.0,0.0,0.0,24.0,0.0,14.0,0.0,18.0,0.0
Scaled stress test,C_governed_hybrid,P10,L05,9,49.0,0.0,0.0,0.0,21.0,0.0,22.0,0.0,6.0,0.0
Scaled stress test,C_governed_hybrid,P10,L05,10,56.0,0.0,0.0,0.0,27.0,0.0,21.0,0.0,8.0,0.0
Scaled stress test,C_governed_hybrid,P10,L05,11,56.0,0.0,0.0,0.0,21.0,0.0,20.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P10,L05,12,57.0,0.0,0.0,0.0,29.0,0.0,20.0,0.0,8.0,0.0
Scaled stress test,C_governed_hybrid,P10,L06,1,51.0,0.0,0.0,0.0,30.0,0.0,13.0,0.0,16.0,0.0
Scaled stress test,C_governed_hybrid,P10,L06,2,57.0,0.0,0.0,0.0,27.0,0.0,11.0,0.0,19.0,0.0
Scaled stress test,C_governed_hybrid,P10,L06,3,62.0,0.0,0.0,0.0,28.0,0.0,19.0,0.0,15.0,0.0
Scaled stress test,C_governed_hybrid,P10,L06,4,55.0,0.0,0.0,0.0,27.0,0.0,19.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P10,L06,5,47.0,0.0,0.0,0.0,29.0,0.0,9.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P10,L06,6,50.0,0.0,0.0,0.0,25.0,0.0,12.0,0.0,13.0,0.0
Scaled stress test,C_governed_hybrid,P10,L06,7,46.0,0.0,0.0,0.0,20.0,0.0,16.0,0.0,10.0,0.0
Scaled stress test,C_governed_hybrid,P10,L06,8,49.0,0.0,0.0,0.0,23.0,0.0,17.0,0.0,9.0,0.0
Scaled stress test,C_governed_hybrid,P10,L06,9,44.0,0.0,0.0,0.0,16.0,0.0,23.0,0.0,5.0,0.0
